time,pressure,joint0,joint1,joint2,joint3,joint4,joint5,joint6,motor_temp0,motor_temp1,motor_temp2,motor_temp3,motor_temp4,motor_temp5,motor_temp6,sensor_id,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
1776185420.6985152,8.3712,-0.15669940943706465,0.0,0.0,-0.234337807919361,0.0,-0.23433772964753316,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,6,7.9488,0,7.5488,0,0,0,0,0,0,8.3432,0,7.4656
1776185420.6985457,8.3712,-0.15669940943706465,0.0,0.0,-0.234337807919361,0.0,-0.23433772964753316,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,7,7.4752,0,7.6512,0,0,0,0,0,0,7.4704,0,7.4792
1776185420.6985776,8.3712,-0.15669940943706465,0.0,0.0,-0.234337807919361,0.0,-0.23433772964753316,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,8,7.4632,0,7.4648,0,0,0,0,0,0,7.4712,0,7.6368
1776185420.7496898,8.3712,-0.17456542124832336,0.0,0.0,-0.2610510517609738,0.0,-0.2610509750545825,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,0,7.608,0,8.0152,0,0,0,0,0,0,7.9712,0,8.0208
1776185420.7497597,8.3712,-0.17456542124832336,0.0,0.0,-0.2610510517609738,0.0,-0.2610509750545825,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,1,0,0,0,7.7872,0,0,7.62,0,7.776,0,0,0
1776185420.749806,8.3712,-0.17456542124832336,0.0,0.0,-0.2610510517609738,0.0,-0.2610509750545825,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,2,7.6896,0,7.7704,0,0,0,0,0,0,7.6576,0,7.6016
1776185420.7498493,8.3712,-0.17456542124832336,0.0,0.0,-0.2610510517609738,0.0,-0.2610509750545825,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,3,0,0,0,7.4872,0,0,7.2024,0,7.8992,0,0,0
1776185420.7498913,8.3712,-0.17456542124832336,0.0,0.0,-0.2610510517609738,0.0,-0.2610509750545825,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,4,8.3712,0,7.4984,0,0,0,0,0,0,7.4952,0,7.4888
1776185420.7499347,8.3712,-0.17456542124832336,0.0,0.0,-0.2610510517609738,0.0,-0.2610509750545825,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,5,0,0,0,7.48,0,0,7.2864,0,7.7456,0,0,0
1776185420.7499764,8.3712,-0.17456542124832336,0.0,0.0,-0.2610510517609738,0.0,-0.2610509750545825,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,6,7.9488,0,7.5488,0,0,0,0,0,0,8.3432,0,7.4656
1776185420.7500181,8.3712,-0.17456542124832336,0.0,0.0,-0.2610510517609738,0.0,-0.2610509750545825,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,7,7.4752,0,7.6512,0,0,0,0,0,0,7.4704,0,7.4792
1776185420.7500598,8.3712,-0.17456542124832336,0.0,0.0,-0.2610510517609738,0.0,-0.2610509750545825,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,8,7.4632,0,7.4648,0,0,0,0,0,0,7.4712,0,7.6368
1776185420.8012116,8.3712,-0.1920741128233569,0.0,0.0,-0.28723003072575437,0.0,-0.28722995555349085,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,0,7.608,0,8.0152,0,0,0,0,0,0,7.9712,0,8.0208
1776185420.801282,8.3712,-0.1920741128233569,0.0,0.0,-0.28723003072575437,0.0,-0.28722995555349085,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,1,0,0,0,7.7872,0,0,7.62,0,7.776,0,0,0
1776185420.8013277,8.3712,-0.1920741128233569,0.0,0.0,-0.28723003072575437,0.0,-0.28722995555349085,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,2,7.6896,0,7.7704,0,0,0,0,0,0,7.6576,0,7.6016
1776185420.8013718,8.3712,-0.1920741128233569,0.0,0.0,-0.28723003072575437,0.0,-0.28722995555349085,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,3,0,0,0,7.4872,0,0,7.2024,0,7.8992,0,0,0
1776185420.8014135,8.3712,-0.1920741128233569,0.0,0.0,-0.28723003072575437,0.0,-0.28722995555349085,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,4,8.3712,0,7.4984,0,0,0,0,0,0,7.4952,0,7.4888
1776185420.8014555,8.3712,-0.1920741128233569,0.0,0.0,-0.28723003072575437,0.0,-0.28722995555349085,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,5,0,0,0,7.48,0,0,7.2864,0,7.7456,0,0,0
1776185420.801496,8.3712,-0.1920741128233569,0.0,0.0,-0.28723003072575437,0.0,-0.28722995555349085,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,6,7.9488,0,7.5488,0,0,0,0,0,0,8.3432,0,7.4656
1776185420.8016498,8.3712,-0.1920741128233569,0.0,0.0,-0.28723003072575437,0.0,-0.28722995555349085,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,7,7.4752,0,7.6512,0,0,0,0,0,0,7.4704,0,7.4792
1776185420.8017085,8.3712,-0.1920741128233569,0.0,0.0,-0.28723003072575437,0.0,-0.28722995555349085,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,8,7.4632,0,7.4648,0,0,0,0,0,0,7.4712,0,7.6368
1776185420.8532336,8.3704,-0.20923263056688976,0.0,0.0,-0.31288543011123926,0.0,-0.31288535644242105,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,0,7.608,0,8.0152,0,0,0,0,0,0,7.9704,0,8.0216
1776185420.8533258,8.3704,-0.20923263056688976,0.0,0.0,-0.31288543011123926,0.0,-0.31288535644242105,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,1,0,0,0,7.7872,0,0,7.6208,0,7.7752,0,0,0
1776185420.8533719,8.3704,-0.20923263056688976,0.0,0.0,-0.31288543011123926,0.0,-0.31288535644242105,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,2,7.6912,0,7.7704,0,0,0,0,0,0,7.6576,0,7.6008
1776185420.8534195,8.3704,-0.20923263056688976,0.0,0.0,-0.31288543011123926,0.0,-0.31288535644242105,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,3,0,0,0,7.4872,0,0,7.2024,0,7.8984,0,0,0
1776185420.8534617,8.3704,-0.20923263056688976,0.0,0.0,-0.31288543011123926,0.0,-0.31288535644242105,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,4,8.3704,0,7.4968,0,0,0,0,0,0,7.4944,0,7.4896
1776185420.8535058,8.3704,-0.20923263056688976,0.0,0.0,-0.31288543011123926,0.0,-0.31288535644242105,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,5,0,0,0,7.4808,0,0,7.2872,0,7.7472,0,0,0
1776185420.853547,8.3704,-0.20923263056688976,0.0,0.0,-0.31288543011123926,0.0,-0.31288535644242105,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,6,7.9496,0,7.5496,0,0,0,0,0,0,8.3432,0,7.4664
