time,step,sensor_id,joint0,joint1,joint2,joint3,joint4,joint5,joint6,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
1773781466.771495,0.4615384615384615,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3832,0,7.8992,0,0,0
1773781466.773505,0.4615384615384615,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4296,0,7.5736,0,0,0,0,0,0,7.4464,0,7.444
1773781466.7757845,0.4615384615384615,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4432,0,7.8768,0,0,0
1773781466.7775815,0.4615384615384615,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9656,0,7.5136,0,0,0,0,0,0,8.388,0,7.4544
1773781466.7789834,0.4615384615384615,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.6912,0,0,0,0,0,0,7.4552,0,7.46
1773781466.7807379,0.4615384615384615,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4504,0,0,0,0,0,0,7.456,0,7.6976
1773781466.9837072,0.48717948717948717,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5664,0,7.952,0,0,0,0,0,0,7.912,0,7.8456
1773781466.985934,0.48717948717948717,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8624,0,0,7.6208,0,7.832,0,0,0
1773781466.9878538,0.48717948717948717,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6488,0,8.28,0,0,0,0,0,0,7.8712,0,7.5112
1773781466.989502,0.48717948717948717,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3832,0,7.8992,0,0,0
1773781466.992027,0.48717948717948717,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4288,0,7.5728,0,0,0,0,0,0,7.4464,0,7.4448
1773781466.9946747,0.48717948717948717,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4696,0,0,7.444,0,7.8776,0,0,0
1773781466.9970927,0.48717948717948717,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5136,0,0,0,0,0,0,8.3896,0,7.4536
1773781466.9995315,0.48717948717948717,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.6928,0,0,0,0,0,0,7.4544,0,7.4608
1773781467.0018628,0.48717948717948717,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4416,0,7.4504,0,0,0,0,0,0,7.456,0,7.6976
1773781467.2046535,0.5128205128205128,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5672,0,7.952,0,0,0,0,0,0,7.912,0,7.8456
1773781467.2059827,0.5128205128205128,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.864,0,0,7.6208,0,7.832,0,0,0
1773781467.207048,0.5128205128205128,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6488,0,8.2616,0,0,0,0,0,0,7.8736,0,7.5104
1773781467.2081017,0.5128205128205128,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3848,0,7.8984,0,0,0
1773781467.2091656,0.5128205128205128,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4312,0,7.5744,0,0,0,0,0,0,7.4472,0,7.4448
1773781467.2105262,0.5128205128205128,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.468,0,0,7.4432,0,7.8768,0,0,0
1773781467.2115734,0.5128205128205128,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9656,0,7.5128,0,0,0,0,0,0,8.3904,0,7.4536
1773781467.2127867,0.5128205128205128,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.6928,0,0,0,0,0,0,7.4552,0,7.4616
1773781467.2135541,0.5128205128205128,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4504,0,0,0,0,0,0,7.456,0,7.6984
1773781467.415408,0.5384615384615384,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.9512,0,0,0,0,0,0,7.9112,0,7.8456
1773781467.4173841,0.5384615384615384,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6224,0,7.832,0,0,0
1773781467.4188304,0.5384615384615384,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6488,0,8.2384,0,0,0,0,0,0,7.8752,0,7.5096
1773781467.4205973,0.5384615384615384,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3832,0,7.8992,0,0,0
1773781467.4219825,0.5384615384615384,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.428,0,7.5744,0,0,0,0,0,0,7.4472,0,7.4456
1773781467.4237342,0.5384615384615384,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4696,0,0,7.4424,0,7.8768,0,0,0
1773781467.4258933,0.5384615384615384,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9656,0,7.5128,0,0,0,0,0,0,8.3896,0,7.4536
1773781467.4277847,0.5384615384615384,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.6912,0,0,0,0,0,0,7.4552,0,7.4616
1773781467.4305847,0.5384615384615384,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4504,0,0,0,0,0,0,7.456,0,7.6968
1773781467.6343167,0.5641025641025641,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5672,0,7.952,0,0,0,0,0,0,7.9128,0,7.844
1773781467.636426,0.5641025641025641,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6216,0,7.832,0,0,0
1773781467.6379557,0.5641025641025641,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6496,0,8.2728,0,0,0,0,0,0,7.872,0,7.5096
1773781467.6395957,0.5641025641025641,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.384,0,7.8984,0,0,0
1773781467.641793,0.5641025641025641,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4304,0,7.5744,0,0,0,0,0,0,7.4464,0,7.4456
1773781467.6438801,0.5641025641025641,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4696,0,0,7.4432,0,7.876,0,0,0
1773781467.6454582,0.5641025641025641,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5128,0,0,0,0,0,0,8.3888,0,7.4536
1773781467.646868,0.5641025641025641,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.692,0,0,0,0,0,0,7.4552,0,7.4616
1773781467.6490145,0.5641025641025641,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4496,0,0,0,0,0,0,7.456,0,7.6976
1773781467.8527465,0.5897435897435898,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.9512,0,0,0,0,0,0,7.912,0,7.8456
1773781467.854611,0.5897435897435898,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.864,0,0,7.6216,0,7.8328,0,0,0
1773781467.8564517,0.5897435897435898,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.648,0,8.2616,0,0,0,0,0,0,7.872,0,7.5096
1773781467.8580036,0.5897435897435898,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4808,0,0,7.384,0,7.8976,0,0,0
1773781467.8597655,0.5897435897435898,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4312,0,7.5744,0,0,0,0,0,0,7.4472,0,7.4456
1773781467.8617027,0.5897435897435898,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4672,0,0,7.444,0,7.8776,0,0,0
1773781467.8637369,0.5897435897435898,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5128,0,0,0,0,0,0,8.3896,0,7.4536
1773781467.8658276,0.5897435897435898,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.692,0,0,0,0,0,0,7.456,0,7.46
1773781467.868265,0.5897435897435898,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4504,0,0,0,0,0,0,7.456,0,7.6984
1773781468.0724227,0.6153846153846154,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.9512,0,0,0,0,0,0,7.912,0,7.8456
1773781468.0746071,0.6153846153846154,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.864,0,0,7.6216,0,7.8328,0,0,0
1773781468.0758617,0.6153846153846154,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.648,0,8.2616,0,0,0,0,0,0,7.872,0,7.5096
1773781468.077075,0.6153846153846154,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4808,0,0,7.384,0,7.8976,0,0,0
1773781468.0784702,0.6153846153846154,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4312,0,7.5744,0,0,0,0,0,0,7.4472,0,7.4456
1773781468.0803957,0.6153846153846154,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4672,0,0,7.444,0,7.8776,0,0,0
1773781468.0827692,0.6153846153846154,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5128,0,0,0,0,0,0,8.3896,0,7.4536
1773781468.0851176,0.6153846153846154,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.692,0,0,0,0,0,0,7.456,0,7.46
1773781468.0913875,0.6153846153846154,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4504,0,0,0,0,0,0,7.456,0,7.6984
1773781468.2940693,0.641025641025641,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5664,0,7.9504,0,0,0,0,0,0,7.912,0,7.8448
1773781468.2946553,0.641025641025641,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6224,0,7.8312,0,0,0
1773781468.2951663,0.641025641025641,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6488,0,8.2648,0,0,0,0,0,0,7.8728,0,7.5088
1773781468.2955382,0.641025641025641,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3832,0,7.8992,0,0,0
1773781468.2959273,0.641025641025641,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4304,0,7.5744,0,0,0,0,0,0,7.448,0,7.4464
1773781468.2962418,0.641025641025641,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4432,0,7.8768,0,0,0
1773781468.296626,0.641025641025641,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5136,0,0,0,0,0,0,8.3888,0,7.4528
1773781468.2968926,0.641025641025641,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5128,0,7.6912,0,0,0,0,0,0,7.4552,0,7.4608
1773781468.297156,0.641025641025641,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4432,0,7.4504,0,0,0,0,0,0,7.456,0,7.6976
1773781468.4986525,0.6666666666666666,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.9528,0,0,0,0,0,0,7.9128,0,7.8448
1773781468.5007296,0.6666666666666666,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.864,0,0,7.6224,0,7.832,0,0,0
1773781468.5021586,0.6666666666666666,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6472,0,8.2624,0,0,0,0,0,0,7.8696,0,7.508
1773781468.503439,0.6666666666666666,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3832,0,7.8984,0,0,0
1773781468.5052075,0.6666666666666666,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4312,0,7.5744,0,0,0,0,0,0,7.4472,0,7.4464
1773781468.506821,0.6666666666666666,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.444,0,7.8768,0,0,0
1773781468.5088937,0.6666666666666666,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5136,0,0,0,0,0,0,8.3896,0,7.4536
1773781468.510791,0.6666666666666666,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.6912,0,0,0,0,0,0,7.4552,0,7.4608
1773781468.512641,0.6666666666666666,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4496,0,0,0,0,0,0,7.456,0,7.6976
1773781468.715943,0.6923076923076923,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5664,0,7.9512,0,0,0,0,0,0,7.9112,0,7.8456
1773781468.7179778,0.6923076923076923,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.864,0,0,7.6216,0,7.832,0,0,0
1773781468.719632,0.6923076923076923,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6472,0,8.2568,0,0,0,0,0,0,7.8712,0,7.5088
1773781468.7213924,0.6923076923076923,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3832,0,7.8984,0,0,0
1773781468.7234209,0.6923076923076923,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4296,0,7.5752,0,0,0,0,0,0,7.448,0,7.4464
1773781468.72533,0.6923076923076923,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.468,0,0,7.4424,0,7.8768,0,0,0
1773781468.727261,0.6923076923076923,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5136,0,0,0,0,0,0,8.3896,0,7.4536
1773781468.7288237,0.6923076923076923,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5144,0,7.6912,0,0,0,0,0,0,7.4544,0,7.4616
1773781468.7309349,0.6923076923076923,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4416,0,7.4512,0,0,0,0,0,0,7.456,0,7.6976
1773781468.9340444,0.717948717948718,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5664,0,7.952,0,0,0,0,0,0,7.9112,0,7.8456
1773781468.9358451,0.717948717948718,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8624,0,0,7.6216,0,7.832,0,0,0
1773781468.9372754,0.717948717948718,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6488,0,8.2776,0,0,0,0,0,0,7.8688,0,7.508
1773781468.9390328,0.717948717948718,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4792,0,0,7.3832,0,7.8984,0,0,0
1773781468.9408152,0.717948717948718,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4312,0,7.5752,0,0,0,0,0,0,7.4472,0,7.4456
1773781468.9423623,0.717948717948718,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4672,0,0,7.4416,0,7.876,0,0,0
1773781468.9436147,0.717948717948718,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9656,0,7.5136,0,0,0,0,0,0,8.3888,0,7.4536
1773781468.9447663,0.717948717948718,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5144,0,7.6928,0,0,0,0,0,0,7.4544,0,7.4616
1773781468.9463859,0.717948717948718,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4504,0,0,0,0,0,0,7.456,0,7.6976
1773781469.149869,0.7435897435897436,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5664,0,7.952,0,0,0,0,0,0,7.912,0,7.8456
1773781469.1518545,0.7435897435897436,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6224,0,7.832,0,0,0
1773781469.1539977,0.7435897435897436,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.648,0,8.2568,0,0,0,0,0,0,7.8704,0,7.508
1773781469.1557162,0.7435897435897436,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3832,0,7.8984,0,0,0
1773781469.1581998,0.7435897435897436,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4304,0,7.5744,0,0,0,0,0,0,7.4472,0,7.4472
1773781469.160897,0.7435897435897436,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4416,0,7.8768,0,0,0
1773781469.163336,0.7435897435897436,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5144,0,0,0,0,0,0,8.3896,0,7.4544
1773781469.1662908,0.7435897435897436,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5144,0,7.692,0,0,0,0,0,0,7.4544,0,7.4624
1773781469.1694057,0.7435897435897436,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4416,0,7.4512,0,0,0,0,0,0,7.4552,0,7.6984
1773781469.3726947,0.7692307692307692,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5664,0,7.9512,0,0,0,0,0,0,7.9128,0,7.8456
1773781469.3743296,0.7692307692307692,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.864,0,0,7.6224,0,7.832,0,0,0
1773781469.375608,0.7692307692307692,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6464,0,8.2544,0,0,0,0,0,0,7.8704,0,7.5072
1773781469.3769557,0.7692307692307692,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3824,0,7.8984,0,0,0
1773781469.3779948,0.7692307692307692,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4312,0,7.5752,0,0,0,0,0,0,7.4488,0,7.4464
1773781469.3792086,0.7692307692307692,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4424,0,7.8776,0,0,0
1773781469.3807476,0.7692307692307692,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5128,0,0,0,0,0,0,8.388,0,7.4536
1773781469.3826206,0.7692307692307692,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.6912,0,0,0,0,0,0,7.4536,0,7.46
1773781469.3844583,0.7692307692307692,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4488,0,0,0,0,0,0,7.4568,0,7.6976
1773781469.5880919,0.7948717948717948,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.9504,0,0,0,0,0,0,7.912,0,7.8456
1773781469.5902863,0.7948717948717948,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6224,0,7.8312,0,0,0
1773781469.5918124,0.7948717948717948,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6464,0,8.2376,0,0,0,0,0,0,7.872,0,7.5064
1773781469.5932262,0.7948717948717948,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4792,0,0,7.3816,0,7.8984,0,0,0
1773781469.5945995,0.7948717948717948,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4304,0,7.5752,0,0,0,0,0,0,7.4488,0,7.4456
1773781469.5971136,0.7948717948717948,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4424,0,7.8768,0,0,0
1773781469.5996435,0.7948717948717948,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5136,0,0,0,0,0,0,8.388,0,7.452
1773781469.6018052,0.7948717948717948,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.6912,0,0,0,0,0,0,7.4552,0,7.4608
1773781469.6036417,0.7948717948717948,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4432,0,7.4488,0,0,0,0,0,0,7.456,0,7.6992
1773781469.807249,0.8205128205128205,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.9504,0,0,0,0,0,0,7.912,0,7.8456
1773781469.8094044,0.8205128205128205,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6224,0,7.8312,0,0,0
1773781469.810634,0.8205128205128205,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6464,0,8.2376,0,0,0,0,0,0,7.872,0,7.5064
1773781469.8122249,0.8205128205128205,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4792,0,0,7.3816,0,7.8984,0,0,0
1773781469.8135045,0.8205128205128205,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4304,0,7.5752,0,0,0,0,0,0,7.4488,0,7.4456
1773781469.8154118,0.8205128205128205,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4424,0,7.8768,0,0,0
1773781469.8170443,0.8205128205128205,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5136,0,0,0,0,0,0,8.388,0,7.452
1773781469.8189063,0.8205128205128205,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.6912,0,0,0,0,0,0,7.4552,0,7.4608
1773781469.8211067,0.8205128205128205,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4432,0,7.4488,0,0,0,0,0,0,7.456,0,7.6992
1773781470.0248046,0.8461538461538461,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.9504,0,0,0,0,0,0,7.9112,0,7.8464
1773781470.0267994,0.8461538461538461,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6224,0,7.832,0,0,0
1773781470.0284657,0.8461538461538461,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6456,0,8.2728,0,0,0,0,0,0,7.8672,0,7.5072
1773781470.02977,0.8461538461538461,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4816,0,0,7.384,0,7.8984,0,0,0
1773781470.0316124,0.8461538461538461,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4304,0,7.576,0,0,0,0,0,0,7.4488,0,7.4464
1773781470.0337064,0.8461538461538461,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4672,0,0,7.4432,0,7.8768,0,0,0
1773781470.0355418,0.8461538461538461,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9656,0,7.5136,0,0,0,0,0,0,8.3888,0,7.4536
1773781470.037045,0.8461538461538461,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5144,0,7.6912,0,0,0,0,0,0,7.4544,0,7.4608
1773781470.0385504,0.8461538461538461,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4416,0,7.4488,0,0,0,0,0,0,7.4568,0,7.6968
1773781470.2422886,0.8717948717948718,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.952,0,0,0,0,0,0,7.9112,0,7.8456
1773781470.2442102,0.8717948717948718,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8624,0,0,7.6224,0,7.832,0,0,0
1773781470.2457829,0.8717948717948718,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6448,0,8.2736,0,0,0,0,0,0,7.8672,0,7.5072
1773781470.247872,0.8717948717948718,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3824,0,7.8984,0,0,0
1773781470.250136,0.8717948717948718,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.432,0,7.576,0,0,0,0,0,0,7.4488,0,7.4472
1773781470.2523427,0.8717948717948718,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4424,0,7.8768,0,0,0
1773781470.2543762,0.8717948717948718,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5144,0,0,0,0,0,0,8.3904,0,7.4536
1773781470.256363,0.8717948717948718,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5144,0,7.692,0,0,0,0,0,0,7.4568,0,7.46
1773781470.258362,0.8717948717948718,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4504,0,0,0,0,0,0,7.456,0,7.6968
1773781470.462124,0.8974358974358974,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.952,0,0,0,0,0,0,7.912,0,7.8456
1773781470.4642594,0.8974358974358974,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6216,0,7.832,0,0,0
1773781470.465858,0.8974358974358974,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6456,0,8.2896,0,0,0,0,0,0,7.8656,0,7.5064
1773781470.4674337,0.8974358974358974,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4792,0,0,7.3824,0,7.8976,0,0,0
1773781470.4693105,0.8974358974358974,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.4312,0,7.576,0,0,0,0,0,0,7.4496,0,7.4472
1773781470.4707506,0.8974358974358974,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.468,0,0,7.4416,0,7.876,0,0,0
1773781470.4726565,0.8974358974358974,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9672,0,7.5144,0,0,0,0,0,0,8.3896,0,7.4544
1773781470.4744484,0.8974358974358974,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5128,0,7.6912,0,0,0,0,0,0,7.4536,0,7.4608
1773781470.4761455,0.8974358974358974,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4432,0,7.4504,0,0,0,0,0,0,7.456,0,7.6976
1773781470.6792068,0.923076923076923,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.952,0,0,0,0,0,0,7.9112,0,7.8456
1773781470.681254,0.923076923076923,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6208,0,7.8312,0,0,0
1773781470.6828363,0.923076923076923,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6448,0,8.2776,0,0,0,0,0,0,7.8648,0,7.5072
1773781470.6846461,0.923076923076923,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4792,0,0,7.3832,0,7.8976,0,0,0
1773781470.6868985,0.923076923076923,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.432,0,7.576,0,0,0,0,0,0,7.4488,0,7.4464
1773781470.689191,0.923076923076923,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4416,0,7.8768,0,0,0
1773781470.691245,0.923076923076923,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5136,0,0,0,0,0,0,8.388,0,7.4536
1773781470.6932323,0.923076923076923,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5144,0,7.692,0,0,0,0,0,0,7.4544,0,7.46
1773781470.6956706,0.923076923076923,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4504,0,0,0,0,0,0,7.456,0,7.6968
