time,step,sensor_id,joint0,joint1,joint2,joint3,joint4,joint5,joint6,motor_temp0,motor_temp1,motor_temp2,motor_temp3,motor_temp4,motor_temp5,motor_temp6,sensor_temp,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
1773868958.7948964,0.20512820512820512,1,0.0,0.06292820512820513,0.7762820512820513,-0.6964358974358975,-0.7762820512820513,-0.6964358974358975,-0.7762820512820513,47.0,49.0,44.0,46.0,41.0,47.0,43.0,0.0,0,0,0,7.7024,0,0,7.5592,0,7.7176,0,0,0
1773868958.7963054,0.20512820512820512,2,0.0,0.06292820512820513,0.7762820512820513,-0.6964358974358975,-0.7762820512820513,-0.6964358974358975,-0.7762820512820513,47.0,49.0,44.0,46.0,41.0,47.0,43.0,37.0,7.6664,0,7.0288,0,0,0,0,0,0,7.6376,0,7.4984
1773868958.7977455,0.20512820512820512,3,0.0,0.06292820512820513,0.7762820512820513,-0.6964358974358975,-0.7762820512820513,-0.6964358974358975,-0.7762820512820513,47.0,49.0,44.0,46.0,41.0,47.0,43.0,0.0,0,0,0,7.4568,0,0,7.2664,0,7.7464,0,0,0
1773868958.799517,0.20512820512820512,4,0.0,0.06292820512820513,0.7762820512820513,-0.6964358974358975,-0.7762820512820513,-0.6964358974358975,-0.7762820512820513,47.0,49.0,44.0,46.0,41.0,47.0,43.0,37.0,8.4808,0,7.3704,0,0,0,0,0,0,7.4776,0,7.4664
1773868958.8015745,0.20512820512820512,5,0.0,0.06292820512820513,0.7762820512820513,-0.6964358974358975,-0.7762820512820513,-0.6964358974358975,-0.7762820512820513,47.0,49.0,44.0,46.0,41.0,47.0,43.0,0.0,0,0,0,7.4616,0,0,7.3544,0,7.736,0,0,0
1773868958.8034508,0.20512820512820512,6,0.0,0.06292820512820513,0.7762820512820513,-0.6964358974358975,-0.7762820512820513,-0.6964358974358975,-0.7762820512820513,47.0,49.0,44.0,46.0,41.0,47.0,43.0,40.0,7.9032,0,7.544,0,0,0,0,0,0,8.3568,0,7.468
1773868958.8100102,0.20512820512820512,7,0.0,0.06292820512820513,0.7762820512820513,-0.6964358974358975,-0.7762820512820513,-0.6964358974358975,-0.7762820512820513,47.0,49.0,44.0,46.0,41.0,47.0,43.0,41.0,7.488,0,7.6808,0,0,0,0,0,0,7.4624,0,7.4776
1773868958.8130152,0.20512820512820512,8,0.0,0.06292820512820513,0.7762820512820513,-0.6964358974358975,-0.7762820512820513,-0.6964358974358975,-0.7762820512820513,47.0,49.0,44.0,46.0,41.0,47.0,43.0,41.0,7.4664,0,7.4824,0,0,0,0,0,0,7.4784,0,7.6896
1773868959.017141,0.23076923076923075,0,0.0,0.09476923076923077,0.8076923076923077,-0.7246153846153847,-0.8076923076923077,-0.7246153846153847,-0.8076923076923077,47.0,49.0,44.0,46.0,41.0,47.0,43.0,40.0,7.6056,0,8.0224,0,0,0,0,0,0,7.9536,0,7.8672
1773868959.0190883,0.23076923076923075,1,0.0,0.09476923076923077,0.8076923076923077,-0.7246153846153847,-0.8076923076923077,-0.7246153846153847,-0.8076923076923077,47.0,49.0,44.0,46.0,41.0,47.0,43.0,0.0,0,0,0,7.7008,0,0,7.5584,0,7.7168,0,0,0
